File Name,Skills,Certifications,Tools,Additional Expertise
Resume_507, - Peer counseling - Customer service - Database - Documentation - Internet Applications - Excel - E-mail - Office - Outlook - Power Point - Publisher - Microsoft Word - Personnel - Policies - Presentations - Safety - Transportation,None mentioned, - RPMS (Resource and Patient Management System) - SAMS (State System)," - Providing services to culturally sensitive issues - Absorbing new concepts easily and adapting to highly demanding situations - Strong interpersonal and teamwork skills - Dependability in performing work and willingness to accept responsibilities - Strong written and verbal communication skills - Maintaining effective and productive working relationships - Facilitating Empowerment through Art classes for survivors - Facilitating Healthy Relationship classes/Parenting classes - Increasing office organization by developing more efficient database - Coordinating office assistant functions for a team of 3 employees - Volunteering for the Sexual Assault Response Team (SART) to provide support to victims in crisis, document vital information, and make appropriate referrals"
Resume_1041, - Teamwork - Problem Solving Skills - Strong Work Values - Leadership Skills - Dependability - Customer service oriented - Upselling - Opening and closing procedures - Creative - Communication Skills - Credit - Marketing - Window - Sales - Telephone, None mentioned, - Credit cards - Vouchers - Automatic debits - Cash register - Phones, - Peer coaching for new sales associates - Visual marketing and window display styling - Responding to safety and loss prevention incidents - Organizing in-store promotional events
Resume_1266, - Microsoft Outlook - Microsoft Word - Windows 10 - Excel - PowerPoint - Multi-line phone system - Troubleshooting - Communication - Problem-solving - Writing skills - English proficiency - Time management - Customer service - Selling - Supervisory - Training employees - Research - Protocols - Policies,None mentioned, - Microsoft Windows (Vista or above) - MAC operating system - Installing applications - Troubleshooting software issues, - Property Management - Tax Credit - Marketing - Collections - Leasing - Rental sales - Escalations management - Floor supervision - Aggressive sales-driven environment - Profit and bonuses - Counseling - Articulation - Avid interest in social media
Resume_1467," - Category Management - Data Analytics - Document Management - P&L Management - Employee Communication - Market Analysis - Product Launch - Cross-Functional Team Leadership - Project Management - Marketing Support - Product Management - Website Management - SharePoint - BPC and SAP - Microsoft Suite (Word, Excel, PowerPoint, Access, Project) - Microsoft Dynamics - Social Media Marketing - Facebook for Business - Project Management - Profitability Simulation - Nielsen Syndicated Data Analysis - Power Presentations - Technical Writing"," - Six Sigma Green Belt Training - American Management Association courses (Communicating Up, Down and Across the Organization; Critical Thinking; Fundamental Sales Techniques, Project Management Success, The Power of Persuasion)"," - Microsoft Suite (Word, Excel, PowerPoint, Access, Project) - Microsoft Dynamics - Nielsen Syndicated Data - Mintel data"," - 20 years of demonstrated experience in project management, marketing communications, sales support, strategy, research, and product development - Multi-faceted background includes food manufacturing, consumer packaged goods (CPG), furniture manufacturing, and construction industry - Effective problem-solver with expertise in managing multiple projects that require both creative and analytical skill sets"
Resume_1834, - Accounting - Balance - Budget - Business analyst - Call Center - Cash Management - Closing - Contracts - Critical Thinking - Client - Clients - Databases - Database - Documentation - Financial - Financial statements - Leadership - Team Lead - Marketing - Excel - Mail - MS Office Suites - Payroll - Policies - Processes - Progress - Quality Assurance - QuickBooks - Relationship management - Reporting - Research - Risk Management - SAP - Securities - Statistics - Supervisor - Phone - Written, - Accounting Certificate - Performing Payroll in QuickBooks 2009 Certificate, - Microsoft Office - QuickBooks - SAP - Databases, - Financial statement analysis - General ledger accounting - Risk management expertise - Portfolio management - Complex problem solving - Strong communication skills - Expert in customer relations
Resume_1211," - MVS Sysplex Environment - TSO - ISPF - JCL - JES2 - SDSF - IMS - DB2 - Ops/MVS - REXX - Thruput Manager - Workload Manager - Automate - SYSVIEW - Omegamon - Remedy - Omegaview - CICS - Strobe - RMF - SMS - Unix - Java Scripts - Java Scripting - Windows 9x/NT - Microsoft Office Suite (Outlook, Word, Excel, OneNote, Powerpoint, and Project) - SUN - Solaris - SNMP - IBM/AIX - Tivoli - TSM - CA-1 - CA-7 - Autosys - ESP - CA-DE - Control-M - Control-EM - Zeke - Zebb - Zack - Jobtrac - Scheduler - Candle Monitor Workstation - Robot Scheduler - Netview - XPTR - TCP/IP - IBM Rxx & Zxx Processors - SUN Processor - IBM RS/6000 - STK Automated Tape Silos - Hitachi 7700 - EMC DASD - AS/400 - OS/390 - VSM", - Actively pursuing PMP and Scrum Master certifications, - CA Workload Automation - Remedy - Omegaview - Strobe - RMF - SMS - Tivoli - TSM - CA-1 - CA-7 - Autosys - ESP - CA-DE - Control-M - Control-EM - Zeke - Zebb - Zack - Jobtrac - Scheduler - Candle Monitor Workstation - Robot Scheduler - Netview," - Application Development - Mainframe - Batch processing and scheduling - Change Management - Incident ticketing - Networking - Monitoring and availability of IT systems - Business Resumption planning - Database management (DB2, IMS) - Project management - Customer service - Mentoring and leading teams - Solving business problems using IT"
Resume_1316, - Programmatic advertising - Ad serving - DSP (Demand-Side Platform) - SSP (Supply-Side Platform) - DMP (Data Management Platform) - Ad Exchange - Ad Network - Campaign management - Advertising application management - Campaign analysis - Reporting tools - SQL - JavaScript - HTML5/CSS, - DoubleClick DFP-Certified - DoubleClick Campaign Manager (DCM) & DoubleClick Bid Manager (DBM)," - DoubleClick - DSPs - SSPs - DMPs - Ad Exchanges - Ad Networks - AdJuggler (ad serving management software) - Vindico, MediaMind, Pointroll, EyeWonder, Brightcove (rich media and video platforms) - RoboForm Pro, RoboForm2Go, Goodsync (customer support software)", - Strategic planning - Performance optimization - Inventory forecasting - A/B testing - Search Engine Marketing (PPC) - Display Advertising - Social Media - Mobile Advertising - Website solutions - Digital marketing tools - Tracking pixel implementation - Technical documentation and training - UI/UX design - Customer support and client onboarding
Resume_867, - Account reconciliation - Exceptional organization - Billing and collections expert - Invoice and payment transactions - Account management - Administrative - Balance sheets - Benefits - Call Center - Cash management - Closing - Contracts - Credit - Clientele - Clients - Customer satisfaction - Excellent customer service - Customer Service - Customer support - Databases - E-mail - Senior management - Fashion - Fast - Fax - Inventory - Leadership skills - Ledger - Managing - Marketing strategies - Marketing - Office - Window - Payroll - Performance reviews - Policies - Pricing - Process improvement - Processes - Quality - Quality assurance - Selling - Sales - Scheduling - Seminars - Staffing - Telephone - Phone - Upgrading,None mentioned, - Customer service management systems and databases - Call Center management systems," - Mastery of customer service management systems and databases - Excelled in meeting objectives through use of independent action, prioritization, persistence, and leadership skills - Defused volatile customer situations calmly and courteously - Managed customer calls effectively and efficiently in a complex, fast-paced and challenging call center environment - Resolved service, pricing and technical problems for customers - Prepared reports and communication for senior management and clients - Managed high call volume with tact and professionalism - Initiated operations improvements to improve overall call center productivity - Provided incentive to increase productivity by offering employees awards for best customer service - Oversaw call center employees to ensure customer satisfaction goals were consistently met - Conducted performance reviews for all Customer Service Representatives to reduce resolution time and improve customer satisfaction rates - Acted professionally and patiently when addressing negative customer feedback - Improved call center functionality and service capacity by resolving customer complaints efficiently and quickly - Developed all process controls and metrics for daily management of the Call Center - Greeted customers, described products, and assisted customers in person and via telephone - Communicated with vendors regarding back order availability, future inventory and special orders - Successfully acquired new customers and generated revenue growth - Provided an elevated customer experience to generate a loyal clientele - Implemented marketing strategies which resulted in customer base growth - Recommended, selected and helped locate and obtain out-of-stock product based on customer requests - Answered product questions with up-to-date knowledge of sales and store promotions - Effectively communicated with and supported sales, marketing and administrative teams - Conducted weekly walk-throughs with the manager to discuss interior visual displays - Ensured superior customer experience by addressing concerns, demonstrating empathy and resolving problems - Managed wide variety of customer service and administrative tasks - Recipient of multiple positive reviews acknowledging dedication to excellent customer service - Monitored cash drawers in multiple checkout stations to ensure adequate cash supply"
Resume_1090, - Microsoft Office proficiency - Time management - Meticulous attention to detail - Professional and mature - Strong problem solver - Resourceful - Dedicated team player - Strong interpersonal skills - Understands grammar - Academic - Air Force - Attorney - Back-up - Case Management - Cashier - Clerical - Closing - Cooking - Customer Relations - Customer Service - Faxes - Organize files - Filing - Financial - Forms - Inventory - Marketing - Merchandising - Access - Microsoft Excel - Excel - Money - Office - Word - Office equipment - Copy machine - Police - Problem Solving - Quick - Reading - Read - Reception - Maintain records - Retail Sales - Scheduling - Tables - Phones - Phone - Time management - Type,None mentioned," - Case Management System (CMS) - Genesis - Judicial Access - CLETS (Rap Sheets, DMV, FBI) - Microsoft Excel - Microsoft Word - Standard office equipment (copy machine)"," - Skilled in running CLETS (Rap Sheets, DMV, FBI, etc.) and understanding the results - Knowledge in ordering suspension packets/DMV records and DUI priors - Ability to multi-task and solve problems quickly - Handling cash and check transactions - Typing felony and misdemeanor complaint forms - Volunteering experience with a Special Education Assistance Program"
Resume_2064," - Public relations - Media relations - Crisis management and communications - Integrated marketing campaigns - Written communications (press releases, media alerts, pitch letters, articles) - Editing - Feature and speech writing - Message development - Newsletter creation - Interview coordination - Internal and external communications planning - Website copy and maintenance - Marketing collateral development - Social media - Quantitative and qualitative research - Leadership and management - Mentoring - New business development (RFPs, client presentations) - Microsoft Office (Word, Excel, PowerPoint, Outlook)", - Graduate Certificate in Public Relations and Journalism," - Content management systems (CMS) - Adobe Creative Suite (for advertising, branding, layout)"," - Expertise in various industries including food, retail, tourism, technology, science, biotechnology, healthcare, non-profit, and government - Proven track record of securing media placements in top publications and outlets - Experienced spokesperson and crisis management strategist - Volunteer leadership and community involvement"
Resume_2483, - Architectural Drafting - AutoCAD - Clerical - Customer Service - Data Entry - Dispatching - Drivers - Film - Forklift - Forklift Operator - Forms - Instruction - Inventory - Mechanical - Mechanic - Excel - Microsoft Office - PowerPoint - Windows - Word - Navy - Naval - Packaging - PeopleSoft - PeopleSoft 9.0 - Personnel - Presentations - Procurement - Purchasing - Quality Control - Receiving - Reconciling - Research - Safety - Scanning - Shipping - Spreadsheets - Supervisor - Trainer - Word Processing - Word Perfect," - Certified Trainer Forklift Truck Operator Safety - AutoCAD Certificate in Architectural Drafting - Llewellyn Technology Certificate, Electro Mechanical Systems Repair", - PeopleSoft - Infrared Scanning System (IFR) - Four-stage electronic single person picker - Signode banding and tie wrapping machines - Synergy - Minipac-poly shrink film packaging systems, - Procurement and Purchasing (over 10 years of experience) - Inventory management and control - Spreadsheet development for reporting and cost savings - Forklift operation and safety training - Aircraft hydraulic and structural systems maintenance - Navy Junior Recruit Officer Training Corps (NJROTC)
Resume_1100,"caregiver, cashier, credit, customer services, debit, English, home care, Neat, receiving, Self-Starter, Telephone, well organized",None mentioned,None explicitly mentioned,"Extensive customer services and caregiver knowledge, Great ability to multi-task, Volunteer work as a personal care worker and supportive home care provider"
Resume_2106," - Microsoft Office: Word, Excel, and PowerPoint - Data Track Time and Attendance Software - Electronic Data Interchange (EDI) Software - Press releases - Publicity - Spreadsheet - Training programs",None mentioned, - Data Track Time and Attendance Software - Electronic Data Interchange (EDI) Software - PowerPoint - Excel, - HR policy and organizational design - Job analysis - Employee management - Recruitment/selection process - Benefits/compensation - Contract negotiations - Performance management - Training/development - Strategic planning - Labor relations - Occupational health & safety - Pay equity and other related labor laws (locally and internationally) - Conflict resolution - International relations
Resume_1713, - Welding (MIG/TIG) - Automotive - Automotive CNC - CNC - CNC Programming - Shop Floor - Tooling - Amada - Engineer - Maintenance - Customer Service - Estimating - Manufacturing Engineer - Cost Estimating - Problem Solving - Plasma - Brakes - Stamping - Automotive Stamping - Continuous Improvement - Drafting - Engineering Support - Manufacturing Processes - Outside Sales - Press Brake - Proposals - Sales - Stamping Dies - Technical Support - Tool Room - Press Brakes - Laser - Motoman - Robotic - Robotic Welding - Strippit - Turret Press - Cost Analysis - Hand Tools - Inspections - Quality Control - Scheduling - Design for Manufacturing - Inspection - Flux Core - Load Calculations - Mechanical Engineer - Mechanical/Electrical Engineer - Product Support - Steel Design - Structural Steel - Structural Steel Design - Compressors - Inventory - Machining - Manufacturing Process - Packaging - Plating - Powder Coating - Project Management - Shear - Sorting - Total Project Management - Lasers - Air Conditioning - Assembly - AutoCAD - Autodesk - Buying/Procurement - Cabinets - Chassis - Circuit Board - Control Panel - Conveyors - Designer/Drafter - Electrical Schematics - Excel - Kaizen - Kanban - Lean Manufacturing - MS Excel - MS Outlook - MS Word - NCR - Outlook - Purchasing - Schematics - Stainless Steel - Stamping Press - Telecommunications - Training - Trusses - Word - Mechanical Engineering, - Die Setting Training - Lean Manufacturing Training - 5S/Kaizen Event/Kanban Training - A-B PLC Training, - AutoCAD 2012 - Digital Resources DB32 Punch/Plasma - Trumpf Suite Punch/Bend/Laser - Amada Punch/Plasma/Laser - Motoman MRC - Syman - Q&A - Made2Manage," - Structural steel design and pressure calculations - Wind and hurricane load calculations - Robotic welding - Detailed shop floor drawings - Electrical schematics and control panel drawings - Total project management from raw materials to packaging - Design for manufacturing - Subcontracting (machining, plating, silk screening, etc.) - Inventory management - Time study and cost analysis - Customer service and technical support"
Resume_440, - Microsoft Word - Microsoft Office - Microsoft Outlook - Microsoft Power Point - Microsoft Excel - Mostly Microsoft Excel and Microsoft Word - adding machines - Balance - billing - bonds - budget - Business Administration - calculators - cashier - clerical - Coach - excellent communication - Consultant - client - customer satisfaction - excellent customer service - Data Entry - decision making - discharge planning - email - filing - financial - funds - Human Resource - managing - exchange - mail - money - photography - Policies - problem resolution - processes - purchasing - quality assurance - receiving - maintain records - Research - Sales - SLA - sound - phone - transportation - treasury - type - typing - written,None mentioned, - Microsoft Excel - Microsoft Office applications - myuhc.com and other UnitedHealth Group websites - multiple databases - various internal systems and resources," - Handling irate and angry customers - Researching and analyzing data effectively - Excellent organizational and attention to detail skills - Proven interpersonal and customer service skills - Peer coaching and training new hires - Discharge planning - Coordinating transportation, budgets, equipment, and supplies - Ensuring compliance with regulations - Developing and maintaining community contacts and supervising volunteers - Coordinating move-ins/outs and welcome committee"
Resume_1084," - Quick learner - Training and development - Change management - Reports generation and analysis - Time management skills - Operations management - Excellent communication - Client-focused - Excel in management, maintenance", - Member Institute of Logistics and Transport (MILT)," - GSupply Solutions ShopTrakker - Lathes and band saws - Power tools - Knives, scales, wrappers, compactors, garbage disposals, pallet jack and hand trucks", - Customer satisfaction - Machine troubleshooting - Purchasing - Project management - Quality control - Scheduling - Project planning - Programming - Inventory control - Operation monitoring - Documentation - Product inspection - Vendor management - Machine set-up - Preventative maintenance - Machine repair - Equipment maintenance - Testing - Inspection - Crew management - Safety audit - Maintenance - Supervision - Blueprint reading - Training - Problem diagnosis - Automated paint mixing - Color matching - Dent filling - Estimate preparation - Collision repair - Surface preparation - Construction health and safety - Labor relations - Construction means and methods - Blueprint reading and interpretation - Quality management systems - Production line/assembly line - Safety understanding - Blueprint interpretation - Solid independent worker - Dependable independent worker - Strong interpersonal skills - Deadline driven - Direct labor crew training - Exceptional problem solver - Quality control - Team player - Demolition - Detail-oriented - Customer service experience - Strong communication skills - Strong organizational skills - Leadership - Flexible work schedule - Strategic project planning - OSHA Certified - Excellent plan comprehension - Lifting up to 100 lbs - Timely project completion - Hiring and staffing - Good at following instructions - OSHA regulatory compliance - English fluency - Manual labor skills - Establishing goals and setting priorities - Managing large crews - High school diploma
Resume_1629, - Microsoft Office proficiency - Self-starter - Meticulous attention to detail - AS/400 - Professional and mature - Medical terminology - Resourceful - Proofreading - Dedicated team player - Understands grammar - Strong interpersonal skills - Business writing - Results-oriented - Mail management - Computerized Accounting - Administrative - Advertising - Banking - Bookkeeping - Calculator - Cash register - Cashier - Clerical - Closing - Coaching - Oral communication - Credit - Make change - Customer satisfaction - Customer services - Customer service - Customer assistance - Databases - Delivery - Documentation - Dollies - Email - Faxes - Hand tools - Hand trucks - Hiring - Internet Skills - Inventory - Invoicing - Leadership - Leadership skills - Leadership Development - Market - Materials - Merchandising - Excel - Mail - Money - Microsoft Office - Office Administration - Organizing - Patient Care - Pen - Pencil - Personnel - Policies - Postage machines - Pricing - Promotion - Proofreading - Purchasing - Quality - Rapport - Read - Receiving - Retail sales - Selling - Sales - Sales analysis - Scanners - Shipping - Spreadsheets - Spreadsheet - Store Manager - Supervision - Teaching - Team-player - Team player - Technician - Telecommunications - Typewriter - Written," - Certificate of appreciation from Tara Hall Home for Boys - Certificate from Howard Adult Center for completing a continuing education introductory course in computers - Certificate for meeting Store Inventory goals - ""[WalMart] Employee of the Month Award September, 2010"" - Technical Education Certificate, Patient Care Technician", - Cash registers - Conveyor belts - Scanners - Computers - Typewriters - Calculators - Hand trucks - Dollies - Weight scales - Postage machines - Pallet jacks - Hand tools, - Attention to detail - Integrity - Bookkeeping - Monetary reports and records - Inventory management - Merchandise ordering and stocking - Customer service and sales - Supervision and training - Scheduling and time management - Written and oral communication - Proofreading and editing - Data entry and spreadsheet management - Office equipment operation - Adaptability and problem-solving
Resume_246, - Army - Clerical - Good communication skills - Hardware - Computer Knowledge - Contracts - Excellent customer service - Customer service - Customer Support - Electrical wiring - English - Filing - IBM - Information technology - Leadership - Mechanic - Excel - Microsoft Office - Outlook - PowerPoint - Windows 7 - Word - Migration - Weapons - Multi-tasking - Network administration - Network - Operating System - Problem solving skills - Project Management - Quality - Record keeping - Shipping - Spanish - Supervisor - Supervising - Supervision - Technical support - Technician - Answering phones - Phone - Troubleshooting - Typing,None explicitly mentioned.," - Microsoft Office (Word, Excel, PowerPoint, Outlook) - Microsoft Operating System - Remedy and IBM ticketing system - Windows 7"," - Analytical thinker - Relentless researcher - Experienced problem solver - Adaptable - Able to work under pressure - Productive in a fast-paced environment - Trained team members - Ability to take charge with little to no guidance - Excelled as a leader - Trained in management procedures, analyzing data, and business principles - Excellent interpersonal and social skills - Successful team collaboration - Effective oral and written communication - Ability to resolve problems in a timely manner - Remaining calm, patient, and productive in a fast-paced environment - Knowledge of customer service principles and processes"
Resume_168,"arts, blueprint reading, bridges, Computer experience, direction, documentation, Edit, Engineer, English, French, German, government, Graphic, materials, Access, Excel, Microsoft Office, PowerPoint, Word, posters, processes, read, research, Spanish, welding",Engineer in Training (EIT) Certification,"Microsoft Office (Word, Excel, PowerPoint, Access), blueprint reading, preparation of maps and plans, interference fitting, solvent bonding, adhesive bonding, heat sealing, ultrasonic welding","creativity, working with others through the creative process of production, investigative and analytical skills, knowledge of engineering theories, principles, specifications and standards"
Resume_1137, - AIX - Automation - Change management - Citrix - Consulting - Client management - Database - Delivery - Designing - Documentation - FTP - HP-UX - HR - Leadership - Linux - Macros - Managing - Meetings - Microsoft Access - Microsoft Works - PeopleSoft - Policies - Processes - Quality assurance - SSH - Servers - Scripts - Spreadsheets - SQL - Troubleshooting - VPN - VMS - Websphere - Workflow - Workshops,None mentioned, - DiscernVisualDeveloper - HNAuser - Bedrock - OpsJobs - CCL scripts - Microsoft Access - PeopleSoft - Data Archive Manager - Taleo - Websphere - RRD - Chart - Citrix, - Unix/Linux environments - UNIX system performance monitoring - Technical writing - Training program implementation - Quality control - Process improvement - System testing - Gap analysis - System administration - Regulatory Consulting - Transition of Care
Resume_211, - 3D - 3D Modeling - 3DS Max - Adobe - Adobe After Effects - Adobe Photoshop - automotive - CMS - SC - client - CVS - direction - Dreamweaver - Flash - graphic - HTML - http - Adobe Illustrator - image - Lighting - MAC - market - Maya - mechanical - meetings - Microsoft Office - PowerPoint - Windows platform - modeling - optimization - packaging - painting - Camera - presentations - rendering - selling - Softimage - SolidWorks - Staff Development - Supervision - Web development and graphic design - website, None mentioned, - Autodesk 3DS Max - Autodesk Maya - Vray - Mental ray - Adobe Photoshop - Adobe After Effects - Adobe Illustrator - Adobe Flash - Adobe Lightroom - Joomla (Wordpress) CMS - HTML - Flash - Adobe Dreamweaver - Adobe Flash - ArtiosCAD - Zbrush - Keynote - Microsoft Office - PowerPoint - SolidWorks," - Strong knowledge of SEO to achieve top 10 Google rankings - Experience on both MAC and Windows platforms - Expertise in 3D lighting and shaders, including image-based lighting, traditional lighting, and hybrids - Detailed hard surface polygonal modeling in 3DS Max, Maya, and Softimage for automotive, mechanical, product, and architectural applications - General 3D scene setup, optimization, and prep work - Camera previz work, texturing, UVW mapping, and rendering - Supervision and management of graphic design teams - Developing creative concepts and executions - Understanding of science and market dynamics of assigned products - Providing accurate time and cost estimates - Adapting to and developing new techniques - Supervising color systems and packaging design - Advising clients on technical visual recommendations - Facilitating input and creative meetings - Making presentations to clients"
Resume_2225," - COBOL, PL/I, PL/SQL, EGL - Databases: DB2, Oracle, IDMS/ADSO - Enterprise Connectivity: ESB, Message Broker, Business rules and events - Business Process Management (BPM) - Mobile and Cloud - Middleware: WebSphere Application Server (WAS), CICS - IBM Rational and WebSphere solutions: RDz, RAA, RBD-EGL, RTCz, Quality Management - CICS Modernization, Web 2.0, SOA, Mobility, BPM, Business Rules Management - System z (Mainframe) OS: z/OS, Linux", - IBM Certified IT Specialist (2012)," - IBM and CA tools - MVS Utilities: DFSORT/ICETOOL, DFSMS"," - 11 years of experience in System z and distributed applications development - Specialization in Core Payment Systems: SWIFT, RENTAS, Interbank GIRO, Inward and Outward Cheque Clearing - Expertise in Core Banking systems and processes - Involvement in New Core Banking Replacement project - Knowledgeable in new technologies like SOA, integration of multiplatform systems, best practices in banking systems - Experienced in requirements gathering, evaluation, and solution delivery for banking customers - Ability to provide innovative ideas and new technology advances to improve banking systems - Expertise in performance assessment, system health check, and integration architecture workshops - Demonstrated technical leadership in delivering complex solutions to clients"
Resume_196," 3D, 3-D Design, 4D, After Effects, Dreamweaver, Photoshop, advertising, Animation, Arts, Art, budgets, budget, CAD, Cartooning, cash registers, coaching, Color, Computer Networks, Computer literate, client, clients, customer service, databases, delivery, Direct sales, Directing, dollies, email, staff training, estimating, XML, forklifts, Graphic Design, hiring, HTML, Illustration, Illustrator, InDesign, innovation, Inspecting, interactive design, inventory, logging, Mac OS, Managing, marketing, materials, Maya, mentoring, Excel, MS Office, PowerPoint, Windows, window, 95/98, Windows NT, Microsoft Word, organizing, packaging, personnel management, Photography, policies, presenting, printers, processes, programming, proofreading, quality, receiving, reporting, safety, sales, scheduling, shipping, sorting, store manager, strategic plans, transportation, Typography, type, Vista, workflow",None explicitly mentioned," Photoshop, InDesign, After Effects, Maya, Illustrator, Z brush, XP Professional, Vista, Windows, Mac, Microsoft Word, Windows NT/95/98 OS, Sketch up, Daz 3D, Dreamweaver, PowerPoint, Analog Integrated Circuits, Cinema 4D, Excel, HTML, XML"," - 3D design and graphic design - Meeting with clients and account managers to discuss business objectives and requirements - Estimating time and providing quotes for clients - Developing design briefs - Thinking creatively to produce new ideas and concepts - Using innovation to redefine design briefs within constraints - Presenting finalized ideas and concepts to clients - Working with a range of media including computer-aided design (CAD) - Proofreading to produce accurate and high-quality work - Demonstrating illustrative skills with rough sketches and layout work - Commissioning illustrators and photographers - Working as part of a team with various professionals - Overseeing shipping and receiving activities - Determining work procedures, schedules, and priorities - Arranging transportation and inspecting incoming materials - Ensuring compliance with policies and regulations - Investigating and solving customer problems - Maintaining metrics and operational budgets - Training, developing, and performance monitoring - Maintaining and organizing shipping supplies - Labeling, packaging, and verifying shipments - Operating equipment like dollies, pallet jacks, and forklifts - Hiring and training new employees - Preparing shipping documents and maintaining logs - Requisitioning merchandise and managing inventory - Maintaining store cleanliness and organization - Assisting with purchase orders and inventory management - Providing staff training and assigning duties - Operating cash registers and handling deposits - Maintaining store equipment and completing open/close functions - Maintaining daily records, generating reports, and writing supply orders - Training staff for customer service excellence - Motivating sales employees and rewarding top performance - Analyzing marketing information and developing strategic plans - Overseeing personnel management and merchandise selection"
Resume_1739, - TIRKS - Switch - LFACs - Microstation - ICGS / IDDS - Word - Excel - RequestNet - AARDWOLF - ADTRAN - Microsoft Outlook - CCP - WSAM Image - Lotus Sametime - Fiber Brains - Ringbuilder - Plat Indexes - VENUe - WSAM-DC Fiber - Traffic Control and State Highway database - ASSIST - Workforce Management systems - Office switchphone - Office party and event planning and decorating - AutoCAD software utilization, - Certified Food Handler (1981), - TIRKS - Switch - LFACs - Microstation - ICGS / IDDS - Word - Excel - RequestNet - AARDWOLF - ADTRAN - Microsoft Outlook - CCP - WSAM Image - Lotus Sametime - Fiber Brains - Ringbuilder - Plat Indexes - VENUe - WSAM-DC Fiber - Traffic Control and State Highway database - ASSIST - Workforce Management systems - CADD (Computer Assisted Drafting Design) - Microstation - Engineering office equipment," - Clerical government positions at CCIR office and Navy DIP office, including sending location information of AWOL military personnel to military MPs - Government clerk typist position at O.J.C.S. office, including typing military awards, certificates, and recognition letters - Assisted with seasonal Red Cross blood drives"
Resume_478, - Accounting - Accounts To - Basis - Billing - Customer Inquiries - Customer Service - Inventory - Invoices - Invoicing - Payments - Receptionist - Retail Sales - Scheduling - Shipping - The Accounting - Account Analysis - Archiving - Cash - Cash Management - Clerical - Credit - Credit Card - Customer Service Representative - Data Archiving - Data Integrity - Detail-oriented - Etiquette - Filing - Forecasting - Invoice - MS Office - Operations - Peoplesoft - Phone Etiquette - Powerpoint - Problem Solver - Time Management - CES - Claims - PIRS - FIPS - Ebill - Aclaims - RMIM - RMIH - SEIU,None mentioned, - CES system - Aclaims - Ebill - PIRS - FIPS - SEIU - RMIM - RMIH - INFP's, - Proficient in cash management - Works well under pressure - Credit card processing - Appointment setting - Advanced clerical knowledge - High level of accuracy - Strong account analysis skills - Self-sufficient - Committed to maintaining data integrity - Excellent time management skills - Independent worker - Computer proficient - Expertise in invoice and payment transactions - PowerPoint knowledge - PeopleSoft expert
Resume_497,"critical thinking, business correspondence, attention to detail, filing and data archiving, report development, physician billing, 50 WPM typing, patient scheduling, Microsoft Office Suite, quality assurance, Misys Tiger Medical Software proficient",None mentioned,"autorefractometer, intraocular pressure machine, lensometer, cash register, database","child performer welfare advocacy, bridal consulting, sales, customer service, training and coaching new employees"
Resume_210," - 3D Design - Adobe Creative Suite (Photoshop, Illustrator) - CAD - Chinese - Color - CSS - Clientele - Direction - Engineering design - Focus - Graphics - Graphic Design - UX - HTML - Illustrator - Japanese - Managing - Mechanic - Excel - Microsoft Office Suites (Word, PowerPoint, Excel) - Modeling - Network - New Product Development - Packaging design - Presentations - Product Design - Product development - Product Development and Management - Project Management - Rendering - Research - Simulation - SolidWorks - Strategic Planning & Analysis - Trend - Web Design - Websites"," - Certified New Product Development Professional (NPDP), Product Development and Management Association", - SolidWorks - Rhino 3D - Adobe Creative Suite - Keyshot rendering - Geomagic Freeform Plus - HTML - CSS - WordPress," - Industrial Design - Front-end UX Research - Design for Manufacturing (DFM) - 3D Printing - Multilingual (Chinese, Japanese)"
Resume_1422, - Brand Development - Butchery - Cost Control - Farmer Relationships - Mentor and Development of Culinary Talent - Recipe Research and Development - Ingredient Procurement - Budgeting - Gastronomic Technique - Development Coaching - Costing - Inventory - Associate Engagement - Networking - Purchasing - Quality Assurance - Scheduling - Excel - Word - Adobe, - None explicitly mentioned, - PnL statements - Excel - Word - Adobe," - Hands-on culinary experience, including working in fine dining, contemporary American cuisine, and Nuevo French techniques - Experience in hotel/resort openings and re-development - Expertise in modern Mediterranean cuisine and using Midwest artisan farmers - Experience in high-end and high-volume banquet and catering events - Expertise in food and beverage strategy, breakfast programs, and event services - Experience in brand conversion and development of elite lounges - Expertise in improving employee engagement and guest satisfaction scores - Experience in developing chef's gardens and apiaries - Membership on Marriott Food & Beverage Council - Awards and recognition, including ""Beat Bobby Flay"" winner, Marriott ""Rising Star Chef"" and ""Leader of the Year"" awards"
Resume_1865," - Accounting system - Accounts Payable - Administrative support - Auditing - Budget - Clerical - Closing - Conferences - Contracts - Copying - Customer service - Customer service skills - Database - Editing - Email - English - Faxing - Filing - Finance - Financial - Financial Analyst - Financial reports - Forms - Human Resources - Marketing materials - Meetings - Microsoft Office (Word, Excel, Access, Outlook) - Organizing - Payroll - People Soft - Personnel - PowerPoint presentations - Quick learner - Safety - Scanning - Spanish - Spreadsheets - Tables - Team player - Telephone - Transportation - Written communication",None mentioned, - MMARS system (State accounting system) - People Soft - System 7 - Client tracking system - Excel (including Pivot tables) - PowerPoint," - Bilingual in English and Spanish - Undergraduate Research Symposium Panel participant - Ability to maintain confidentiality of paperwork and information - Ability to meet deadlines and handle stressful situations professionally - Ability to create reports, analyze data, and manipulate data"
